ACCESSION	IRIS_ID	SUBPOPULATION	COUNTRY
DHARIAL::IRGC 34034-1	IRIS_313-11154	aus	Bangladesh
VARY MALADY MENA::IRGC 51555-1	IRIS_313-9388	ind2	Madagascar
BALIBUD::IRGC 26871-1	IRIS_313-10990	indx	Philippines
BAI MI TIE QIU::IRGC 59414-1	IRIS_313-11572	ind1A	China
SWARNA	CX94	indx	
ARC 12655::IRGC 22226-2	IRIS_313-10886	subtrop	India
KOGONI 91-1::C1	IRIS_313-7719	indx	
HEIHEAIHUI	CX318	indx	
TRANG LUA::IRGC 16781-1	IRIS_313-10750	ind3	Viet Nam
PIEMONTE::GERVEX 81-C1	IRIS_313-8032	temp	
P59279	CX119	indx	
KHAO BAI SRI::IRGC 6110-2	IRIS_313-10524	ind3	
IR 68333-R-R-B-19::IRGC 117381-1	IRIS_313-10373	temp	Philippines
NINGHUI 21	B142	admix	
MENALAVA::IRGC 97122-1	IRIS_313-12278	ind2	Madagascar
URAIBOOL::IRGC 52785-1	IRIS_313-8305	ind2	India
SANSUIJIN	B002	temp	
CHAO MEO::IRGC 80273-1	IRIS_313-12029	subtrop	Lao People's Democratic Republic
TAIPEI WOO CO::IRGC 112-1	IRIS_313-9706	ind1A	Taiwan
ARC 13544::IRGC 42743-1	IRIS_313-11298	aus	India
FAN GENG 6::IRGC 70243-1	IRIS_313-11800	temp	China
105::IRGC 40896-1	IRIS_313-8783	admix	Sri Lanka
K 113::IRGC 34107-1	IRIS_313-11155	temp	India
MALAGKIT (PINELIPE)::IRGC 67444-1	IRIS_313-11736	trop	Philippines
MILYANG 77::IRGC 69340-1	IRIS_313-10040	ind1B	Korea, Republic of
HANSRAJ::IRGC 27936-2	IRIS_313-11026	aro	Pakistan
GAO LIANG ZAO::IRGC 59563-1	IRIS_313-11573	indx	China
ARC 12690::IRGC 22257-1	IRIS_313-10887	indx	India
AJAYA	CX96	ind1B	
CIGALON::GERVEX 1514-C1	IRIS_313-8165	temp	
LUA CHUM::IRGC 16840-1	IRIS_313-10751	indx	Viet Nam
MENGGUANDAMAGU	CX319	indx	
GHIBLI::GERVEX 187-C1	IRIS_313-8066	temp	
BEN KEI::IRGC 7769-1	IRIS_313-10569	temp	Japan
HUAGENGXIAN 74	CX12	indx	
K 2 C 14::IRGC 68549-1	IRIS_313-8277	trop	Cote d'Ivoire
RAMADITRA::IRGC 97124-1	IRIS_313-12279	trop	Madagascar
76--1	B143	temp	
BATU::IRGC 71508-1	IRIS_313-8312	ind3	Malaysia
DELI 2::IRGC 80313-1	IRIS_313-12030	admix	Malaysia
ZAOSHENGBAI	B003	japx	
TSAI YUAN CHON::IRGC 126-1	IRIS_313-9708	ind1A	Taiwan
LIU TIAO XIAN::IRGC 72758-1	IRIS_313-11881	ind1A	China
ARC 14299::IRGC 42889-2	IRIS_313-11299	indx	India
DUDH KADAR::IRGC 67707-1	IRIS_313-8796	ind2	India
CHUNDI::IRGC 67486-1	IRIS_313-11737	aus	India
KHUDWANI ACC 202::IRGC 34154-1	IRIS_313-11156	japx	India
PICO NEGRO::IRGC 55849-1	IRIS_313-10158	indx	Ecuador
JHONA 101::IRGC 27976-1	IRIS_313-11027	aus	Pakistan
HEI TOU HONG::IRGC 59595-1	IRIS_313-11574	temp	China
BUDDA	CX97	ind1B	
ARC 12726::IRGC 22288-2	IRIS_313-10888	subtrop	India
CNA 4081::GERVEX 1494-C1	IRIS_313-8161	ind1B	
MANAUTHUKHA	CX32	japx	
O. SATIVA::IRGC 16898-1	IRIS_313-10752	trop	United States of America
PLUS::GERVEX 122-C1	IRIS_313-8046	trop	
TKM6	CX120	indx	
CHUSEI HONEN::IRGC 7777-1	IRIS_313-10570	temp	Japan
KATY::IRGC 77140-1	IRIS_313-8285	trop	United States of America
HUHUI 628	B144	japx	
MAKALIOKA::IRGC 97193-1	IRIS_313-12280	indx	Madagascar
ARC 10812::IRGC 21074-1	IRIS_313-8386	indx	India
QIUGUANGTENGXI 104	B004	temp	
P T Q QINDONAAL::IRGC 80410-1	IRIS_313-12031	trop	Philippines
MAKALIOKA::IRGC 376-1	IRIS_313-9709	ind2	Madagascar
ARC 14709::IRGC 42976-2	IRIS_313-11300	ind2	India
MAN TIAN QING::IRGC 72776-1	IRIS_313-11882	ind1A	China
RELLY::IRGC 14623-1	IRIS_313-8812	ind3	Indonesia
T KAUG PAO::IRGC 34182-1	IRIS_313-11157	ind1A	Taiwan
CN 1067::IRGC 65680-1	IRIS_313-11702	temp	United States of America
IR 53650-2B-10-1-2-1::IRGC 117379-1	IRIS_313-10359	indx	Philippines
MOTIA::IRGC 28036-1	IRIS_313-11028	aus	Pakistan
HONG PI NUO::IRGC 59638-1	IRIS_313-11575	temp	China
ARC 12730::IRGC 22291-1	IRIS_313-10889	subtrop	India
DODDABYRANELLA	CX98	ind2	
CT 23::GERVEX 1488-C1	IRIS_313-8158	japx	
ZACATEPEC::IRGC 16901-2	IRIS_313-10753	ind1B	United States of America
BAOXUAN 21 B	CX328	ind1A	
LORD::GERVEX 127-C1	IRIS_313-8049	japx	
KOTHMALLI KARUPPAN::IRGC 7842-1	IRIS_313-10572	indx	Nigeria
GUANG122	CX121	ind1B	
KAMJA::IRGC 62171-1	IRIS_313-8302	admix	Bhutan
SALAZANA::IRGC 97219-1	IRIS_313-12281	trop	Madagascar
TEQINGXUANHUI	B145	indx	
MARAGBE::IRGC 69263-1	IRIS_313-8391	ind2	Burkina Faso
GAO JIAO HONG::IRGC 80920-1	IRIS_313-12033	ind1A	China
WANSHI	B005	temp	
AI ZI HUNG::IRGC 51255-1	IRIS_313-9723	ind1A	China
TIAN DAO DAO::IRGC 72837-1	IRIS_313-11884	ind1A	China
ARC 14868::IRGC 43009-2	IRIS_313-11301	ind2	India
STRAW 23-400::IRGC 38390-1	IRIS_313-8822	aus	Bangladesh
PAUNDRI::IRGC 67527-1	IRIS_313-11738	ind2	India
NAN ERH AI 5::IRGC 34255-1	IRIS_313-11158	ind1A	China
7507-137::IRGC 40081-1	IRIS_313-9438	temp	Japan
MUSHKAN 340 A::IRGC 28073-1	IRIS_313-11029	aus	Pakistan
JIANG HUI DAO::IRGC 59688-1	IRIS_313-11576	indx	China
DODDI	CX99	ind2	
SAMPANG KUNING::IRGC 18678-2	IRIS_313-10809	trop	Indonesia
CT 36::GERVEX 1489-C1	IRIS_313-8159	japx	
JINCHUANYIHAO	CX329	temp	
KH 998::IRGC 16948-2	IRIS_313-10754	indx	India
RODINA::GERVEX 1234-C1	IRIS_313-8129	temp	
TAI-ZHONG-XIAN 10	CX122	indx	
SOSSOKA OULE::IRGC 7850-2	IRIS_313-10573	ind2	Mali
BOND::IRGC 66755-1	IRIS_313-8339	trop	United States of America
JWR 221	B146	ind1B	
TSY MILA RO::IRGC 97233-1	IRIS_313-12282	indx	Madagascar
NACHIN ER 12::IRGC 14146-1	IRIS_313-8407	ind3	Malaysia
YIKONG	B006	indx	
CHAN LEUY::IRGC 81223-1	IRIS_313-12036	ind3	Cambodia
NAN TE HAO::IRGC 59797-1	IRIS_313-9727	ind1A	China
ARC 14899::IRGC 43016-1	IRIS_313-11302	indx	India
YANG WAN XIAN::IRGC 72886-1	IRIS_313-11885	ind1A	China
ARC 14060::IRGC 41374-1	IRIS_313-8844	ind2	India
PONG SANG A::IRGC 29881-2	IRIS_313-11087	ind3	Cambodia
NAKPUI::IRGC 67594-1	IRIS_313-11739	trop	Ghana
AI DA ZHONG::IRGC 59348-1	IRIS_313-9724	temp	China
MUTANT 12-42::IRGC 28076-1	IRIS_313-11030	aro	Pakistan
LANG QIAN CHE::IRGC 59730-1	IRIS_313-11577	ind1A	China
B231	B231	indx	
ARC 12861::IRGC 22395-1	IRIS_313-10890	subtrop	India
CT 58::GERVEX 1491-C1	IRIS_313-8160	temp	
NEP BA BONG TO::IRGC 17005-2	IRIS_313-10755	ind3	Viet Nam
SHWE THWE YIN HYV	CX33	ind1B	
MUGA::GERVEX 1099-C1	IRIS_313-8123	temp	
KAILUNDO::IRGC 7859-2	IRIS_313-10574	indx	Sierra Leone
YU QIU GU	CX123	ind1A	
FU LI HONG::IRGC 70250-1	IRIS_313-8387	temp	China
VARY 5000 FOTSY::IRGC 97235-1	IRIS_313-12283	indx	Madagascar
BAIKEHANHE	B147	ind1A	
SARA::IRGC 66631-1	IRIS_313-8457	ind3	Indonesia
KHMAO KDET::IRGC 81278-1	IRIS_313-12037	ind3	Cambodia
TIANHANDAO	B007	indx	
BA SHI ZAO::IRGC 67903-1	IRIS_313-9730	ind1A	China
LOC TRANG MUON::IRGC 73216-1	IRIS_313-11894	indx	Viet Nam
ARC 15097::IRGC 43053-1	IRIS_313-11303	indx	India
BAIANG 6::IRGC 6129-1	IRIS_313-8846	indx	Indonesia
UGAGA::IRGC 67604-1	IRIS_313-11740	indx	Ghana
HYB 5-2-1-1-4::IRGC 34283-2	IRIS_313-11159	trop	Cote d'Ivoire
OEIRAS::IRGC 286-1	IRIS_313-9759	temp	Portugal
NAWAN SATHRA BAGAR 344::IRGC 28079-1	IRIS_313-11031	aus	Pakistan
LUAN DAO::IRGC 59762-1	IRIS_313-11578	temp	China
CX408	CX408	ind1B	
ARC 12867::IRGC 22401-1	IRIS_313-10891	aus	India
DELTA::GERVEX 1519-C1	IRIS_313-8167	japx	
YUEGUANG	CX330	temp	
DAMODAR::IRGC 17038-1	IRIS_313-10756	ind2	India
MIARA::GERVEX 129-C1	IRIS_313-8050	temp	
IR71466-75-3-B-1	CX124	indx	
KAYANGYA D 402::IRGC 7927-2	IRIS_313-10575	indx	Myanmar
RIKUTO NORIN MOCHI 20::IRGC 410-1	IRIS_313-8400	trop	Japan
LENGSHUINUO	B148	japx	
VARY GONY::IRGC 97308-2	IRIS_313-12284	ind2	Madagascar
CHAW GAM PRUED::IRGC 71103-1	IRIS_313-8466	ind3	Thailand
BAXIANG	B008	temp	
MUOY KUM::IRGC 81314-1	IRIS_313-12038	ind3	Cambodia
MAMORIAKA::IRGC 68672-1	IRIS_313-9732	ind2	Madagascar
ARC 15163::IRGC 43106-1	IRIS_313-11304	indx	India
BA TUC RAN::IRGC 73239-1	IRIS_313-11895	ind3	Viet Nam
ASHMBER::IRGC 27522-1	IRIS_313-8850	ind2	Bangladesh
B 38::IRGC 34409-1	IRIS_313-11160	ind3	Liberia
HERATH BANDA::IRGC 67630-1	IRIS_313-11741	ind2	Sri Lanka
PI 282203::IRGC 16292-1	IRIS_313-9880	temp	Hungary
PALAM PURI BAS 137::IRGC 28084-1	IRIS_313-11032	aro	Pakistan
SHAN GU::IRGC 59870-1	IRIS_313-11579	ind1A	China
CX409	CX409	ind1B	
ARC 12920::IRGC 22450-1	IRIS_313-10892	aus	India
FIDJI::GERVEX 1636-C1	IRIS_313-8172	admix	
KOTO OURA S 5::IRGC 15155-1	IRIS_313-10712	trop	Cote d'Ivoire
BG 300	CX34	indx	
GRALDO::GERVEX 108-C1	IRIS_313-8041	japx	
BAANYALOJOPOIHUN::IRGC 7928-2	IRIS_313-10576	ind2	Sierra Leone
CAOZHAO-2	CX125	ind1B	
TEBONNET::IRGC 66760-1	IRIS_313-8434	trop	United States of America
PADI MIAT (KECIL)::IRGC 97366-1	IRIS_313-12285	trop	Malaysia
HAOXIANG	B149	ind1A	
LEONG ORN 4135::IRGC 14087-1	IRIS_313-8468	ind3	Malaysia
BLAU BLA::IRGC 78460-1	IRIS_313-11984	temp	Viet Nam
VIETNAM ZAODAO	B009	ind1A	
I KUNG PAO::IRGC 114-1	IRIS_313-9758	ind1A	Taiwan
CA HIM::IRGC 73246-1	IRIS_313-11896	ind3	Viet Nam
ARC 14632::IRGC 41650-2	IRIS_313-11269	indx	India
CHAKOL::IRGC 77226-1	IRIS_313-8854	ind2	Bangladesh
KALIBAJARI::IRGC 67718-1	IRIS_313-11742	aus	India
SADU::IRGC 34514-2	IRIS_313-11161	trop	Liberia
KHAU TRA BONG::IRGC 78342-1	IRIS_313-8578	subtrop	Viet Nam
RATRIO::IRGC 28181-1	IRIS_313-11033	admix	Pakistan
TAI ZHOU XIAN::IRGC 59912-1	IRIS_313-11580	indx	China
CX410	CX410	ind1B	
ARC 13156::IRGC 22514-1	IRIS_313-10893	subtrop	India
GAMBIAKA::GERVEX 7920-C1	IRIS_313-7620	ind3	
HUA 564	CX340	ind1B	
PEUAK NAM 43::IRGC 17129-1	IRIS_313-10757	ind3	Thailand
A 201::GERVEX 1638-C1	IRIS_313-8173	trop	
IRBB60	CX126	ind1B	
IFUGAO RICE::IRGC 8052-1	IRIS_313-10577	trop	Philippines
MANDASHERPO::IRGC 64913-1	IRIS_313-8519	subtrop	Bhutan
L 301B	B150	ind1A	
EKAYIN SAW::IRGC 97468-2	IRIS_313-12286	ind3	Myanmar
MELABOH::IRGC 66597-1	IRIS_313-8493	ind3	Indonesia
MALAIHONG	B010	ind1A	
NEANG AN::IRGC 81315-1	IRIS_313-12039	ind3	Cambodia
CI 9445::IRGC 2081-1	IRIS_313-9767	indx	United States of America
ARC 15373::IRGC 43166-2	IRIS_313-11305	indx	India
PHIT CHZK::IRGC 73317-1	IRIS_313-11897	subtrop	Thailand
E ZI 96::IRGC 70188-1	IRIS_313-8859	ind1A	China
SABRAN::IRGC 34630-1	IRIS_313-11162	ind1B	Indonesia
CHHOTI MASHINO::IRGC 67830-1	IRIS_313-11743	aro	Bhutan
MINATANDA::IRGC 74613-1	IRIS_313-8594	trop	Philippines
SANTHI 206::IRGC 28215-1	IRIS_313-11034	aus	Pakistan
WAN GENG BAI DAO TOU::IRGC 59948-1	IRIS_313-11582	temp	China
CX411	CX411	ind1B	
ARC 13204::IRGC 22558-1	IRIS_313-10894	admix	India
WAS 174-B-3-5::C1	IRIS_313-7809	indx	
AEN METAN::IRGC 17142-1	IRIS_313-10758	trop	Indonesia
HUA 565	CX341	indx	
TIMICH 108::GERVEX 1325-C1	IRIS_313-8148	temp	
PARAY QIKUG KABAYUH::IRGC 8059-1	IRIS_313-10578	trop	Philippines
GAJALE	CX128	indx	
BANJANG::IRGC 44069-1	IRIS_313-8626	trop	Malaysia
KAUK HNYINGWA::IRGC 97487-1	IRIS_313-12287	ind3	Myanmar
JINNANTE 43B	B151	ind1A	
SERENDAH SUNGAI DUA 25::IRGC 13892-1	IRIS_313-8557	ind3	Malaysia
NEANG LAU::IRGC 81328-1	IRIS_313-12040	ind3	Cambodia
CO 22	B011	indx	
GENIT::IRGC 3272-1	IRIS_313-9778	admix	Argentina
MA YOO::IRGC 73507-1	IRIS_313-11898	ind3	Thailand
ARC 15385::IRGC 43174-1	IRIS_313-11306	indx	India
PAGAIYAHAN	IRIS_313-8880	indx	Taiwan
AI JIAO AO FAN ZI::IRGC 67871-1	IRIS_313-11744	indx	China
NATEL BORO::IRGC 34749-1	IRIS_313-11163	aus	Bangladesh
LOMPUG::IRGC 71559-1	IRIS_313-8883	japx	Malaysia
ZIRA SHAHI::IRGC 28327-1	IRIS_313-11035	admix	Pakistan
YI SUI QI::IRGC 60088-1	IRIS_313-11584	temp	China
CX413	CX413	ind1B	
KHSAY VENG::IRGC 22915-1	IRIS_313-10903	ind3	Cambodia
GIZA 178::GERVEX 1681-C1	IRIS_313-8212	indx	
WANXIAN 763	CX342	indx	
ANDEL::IRGC 17153-2	IRIS_313-10759	trop	Indonesia
FLIPPER::GERVEX 597-C1	IRIS_313-8099	temp	
MOLOK	CX129	trop	
BANDANG PUTIH 680::IRGC 6133-2	IRIS_313-10525	ind3	Indonesia
TAI 6::IRGC 69058-1	IRIS_313-8739	admix	Cote d'Ivoire
ZAOSHUNONGHU 6	B152	temp	
EA TOM::IRGC 95276-1	IRIS_313-12261	ind3	Lao People's Democratic Republic
ES 21::IRGC 56171-1	IRIS_313-8571	ind3	Tanzania
2037(RAJAHAMSAL)	B012	ind2	
NOU::IRGC 81352-1	IRIS_313-12041	ind3	Cambodia
LEAD::IRGC 5805-1	IRIS_313-9791	indx	Malawi
ARC 15387::IRGC 43175-2	IRIS_313-11307	indx	India
MAHA CHAI::IRGC 73517-1	IRIS_313-11899	indx	Thailand
LU MAO ZHAN::IRGC 68159-1	IRIS_313-8889	indx	China
BAK TULSI::IRGC 34831-1	IRIS_313-11164	aus	India
AN FU ZHAN::IRGC 67878-1	IRIS_313-11745	ind1A	China
WANGKOD::IRGC 71646-1	IRIS_313-9187	ind2	Malaysia
GINATOS::IRGC 26876-1	IRIS_313-10991	trop	Philippines
ACC 1286::IRGC 60116-1	IRIS_313-11585	ind1A	China
CX414	CX414	ind1B	
KREM KRAHAM::IRGC 22981-2	IRIS_313-10904	ind3	Cambodia
GRAAL::GERVEX 1682-C1	IRIS_313-8213	trop	
ATJEH::IRGC 17174-1	IRIS_313-10760	ind3	Indonesia
WANXIAN 77	CX343	indx	
SAEDINENIE::GERVEX 1255-C1	IRIS_313-8135	temp	
PARAY KINARABAW::IRGC 8083-1	IRIS_313-10580	trop	Philippines
R644	CX13	indx	
MOROFIN::IRGC 56698-1	IRIS_313-8768	trop	Cote d'Ivoire
NGWE TOE KYE::IRGC 97530-1	IRIS_313-12288	ind3	Myanmar
QINGSIAI 16B	B153	indx	
SIAM ER 32::IRGC 13917-1	IRIS_313-8591	ind3	Malaysia
PHCAR KABAS::IRGC 81357-1	IRIS_313-12042	ind3	Cambodia
SRI LANKA 1	B013	indx	
HD 10::IRGC 6638-1	IRIS_313-9795	ind2	Australia
PLE LIA::IRGC 73562-1	IRIS_313-11900	subtrop	Thailand
ARC 15403::IRGC 43183-2	IRIS_313-11308	ind2	India
LEUANG DAM::IRGC 78267-1	IRIS_313-8895	ind3	Thailand
E 2070::IRGC 67981-1	IRIS_313-11746	ind1A	China
BENA JHUPI::IRGC 34850-2	IRIS_313-11165	aus	India
CHIRGUA 1 I 22::IRGC 3408-1	IRIS_313-9267	trop	Venezuela
34::IRGC 28371-2	IRIS_313-11036	aus	Pakistan
36037-1::IRGC 60177-2	IRIS_313-11586	temp	China
CX416	CX416	ind1B	
KUOL DAUN THNONG::IRGC 22986-1	IRIS_313-10905	ind3	Cambodia
MEJANES 2::GERVEX 1560-C1	IRIS_313-8170	japx	
HEXI 41	CX344	temp	
BALIK SEMAH::IRGC 17201-2	IRIS_313-10761	trop	Indonesia
MARENY::GERVEX 535-C1	IRIS_313-8090	temp	
CHIPDA	CX130	ind2	
P PEY SIQAT::IRGC 8129-1	IRIS_313-10581	trop	Philippines
SUP BLUE ROSE::IRGC 1739-1	IRIS_313-8778	trop	United States of America
LIMING B	B154	temp	
YARSABA::IRGC 97567-1	IRIS_313-12289	subtrop	Myanmar
MAKALIOKA STANDARD::IRGC 12768-1	IRIS_313-8595	ind2	Madagascar
WUZILUOSI 215	B014	temp	
SAMBOK ANGKRANG::IRGC 81375-1	IRIS_313-12043	ind3	Cambodia
CRILLO LA FRIA::IRGC 10793-1	IRIS_313-9822	ind1A	Venezuela
ARC 15862::IRGC 43242-1	IRIS_313-11309	indx	India
TI NGI::IRGC 73620-1	IRIS_313-11901	ind3	Thailand
ARC 14654::IRGC 41663-1	IRIS_313-8900	ind2	India
BHUT MURI::IRGC 34861-1	IRIS_313-11166	aus	India
E 4197::IRGC 68004-1	IRIS_313-11747	indx	China
MAYBELLE::IRGC 78629-1	IRIS_313-9363	trop	United States of America
421::IRGC 28458-1	IRIS_313-11037	aus	Pakistan
MR 69::IRGC 60188-1	IRIS_313-11588	ind3	Malaysia
CX417	CX417	ind1B	
LUA NEP 4416::IRGC 23006-1	IRIS_313-10906	ind3	Cambodia
MIUDO ROXO::IRGC 50517-1	IRIS_313-11429	trop	Brazil
BANDI::IRGC 17214-1	IRIS_313-10762	ind3	Indonesia
YUNGENG 23	CX345	temp	
S 102::GERVEX 1671-C1	IRIS_313-8204	temp	
QINOGNAS::IRGC 8135-1	IRIS_313-10582	trop	Philippines
ZALE	CX131	ind1A	
JANA (NAM)::IRGC 64897-1	IRIS_313-8815	subtrop	Bhutan
JON JAN::IRGC 97633-1	IRIS_313-12290	indx	Myanmar
BAOXIE-7B	B155	indx	
SI HAO NDURIA::IRGC 66649-1	IRIS_313-8608	ind3	Indonesia
SAR SIEM::IRGC 81386-2	IRIS_313-12044	ind3	Cambodia
KAHAMU	B015	ind1A	
MOCHICA::IRGC 11070-1	IRIS_313-9825	ind2	Peru
CEMPO TURI::IRGC 73667-1	IRIS_313-11902	ind3	Indonesia
ARC 15929::IRGC 43269-2	IRIS_313-11310	ind2	India
FAYA MOSHI::IRGC 69653-1	IRIS_313-8909	ind3	Tanzania
GAO JIAO YING GAN ZHAN::IRGC 68053-1	IRIS_313-11748	indx	China
DUBRAJ::IRGC 34904-1	IRIS_313-11167	ind2	India
ARC 11626::IRGC 21528-1	IRIS_313-9392	admix	India
AI NAN TSAO 39::IRGC 28461-2	IRIS_313-11038	ind1A	China
PULUT MERAH 2::IRGC 60427-1	IRIS_313-11591	admix	Malaysia
CX418	CX418	ind1B	
MARECH S V R::IRGC 23011-2	IRIS_313-10907	ind3	Cambodia
C 166-135::IRGC 50633-1	IRIS_313-11431	ind3	Philippines
SAGC－4	CX346	indx	
CERE KAWAT::IRGC 17401-2	IRIS_313-10765	trop	Indonesia
RUBINO::GERVEX 80-C1	IRIS_313-8031	japx	
AP423	CX132	trop	
TSAO SIAO PEH TAO::IRGC 8265-2	IRIS_313-10583	temp	China
KAMNAM::IRGC 64902-1	IRIS_313-8857	subtrop	Bhutan
G ZHENSHAN 97B	B156	ind1A	
NGA CHEKH FAT::IRGC 97701-2	IRIS_313-12291	indx	Myanmar
DAJA::IRGC 17440-1	IRIS_313-8643	ind3	Indonesia
AOMIERTE 168	B016	temp	
BUYAN::IRGC 81440-1	IRIS_313-12045	trop	Indonesia
RANGOON SAMBA::IRGC 11940-1	IRIS_313-9832	ind2	Sri Lanka
CICIH KAPUK::IRGC 43377-1	IRIS_313-11311	trop	Indonesia
KOMPIT::IRGC 73716-1	IRIS_313-11903	trop	Indonesia
E 2040::IRGC 67968-1	IRIS_313-8914	indx	China
KADA CHOPA::IRGC 34954-1	IRIS_313-11168	aus	India
L 10595::IRGC 68109-1	IRIS_313-11750	indx	China
C 1 6-5-2::IRGC 10669-1	IRIS_313-9818	admix	Mexico
KWANG LU AI 4::IRGC 28480-2	IRIS_313-11039	ind1A	China
CHAN THANH HOA::IRGC 60647-1	IRIS_313-11594	indx	Viet Nam
CX419	CX419	ind1B	
MOROM::IRGC 23016-2	IRIS_313-10908	ind3	Cambodia
ISWAR KORA::IRGC 50674-1	IRIS_313-11432	admix	India
DJALAWARA::IRGC 17471-1	IRIS_313-10766	trop	Indonesia
SAGC－7	CX347	indx	
JUBILIENI::GERVEX 992-C1	IRIS_313-8119	temp	
UKON NISHIKI::IRGC 8314-1	IRIS_313-10585	admix	Japan
ZHENGSHAN97	CX133	ind1A	
DELITUS::IRGC 5769-1	IRIS_313-8876	trop	France
EMAHTAKYAN::IRGC 97789-1	IRIS_313-12292	ind3	Myanmar
88B	B157	ind1A	
KOLITONDO::IRGC 66497-1	IRIS_313-8681	ind3	Guinea
KUJAM KURIT::IRGC 81477-1	IRIS_313-12046	ind3	Indonesia
AERJITUO	B017	temp	
SML AWINI::IRGC 13391-1	IRIS_313-9841	indx	Surinam
IR 4683-54-2::IRGC 72992-1	IRIS_313-11886	ind1B	Philippines
PADI HITAM::IRGC 43496-1	IRIS_313-11312	ind3	Indonesia
PATALASAFED SUNGHAWADO::IRGC 61133-1	IRIS_313-8920	ind2	India
L 10833::IRGC 68121-1	IRIS_313-11751	indx	China
SRAU KHSAI::IRGC 29896-2	IRIS_313-11088	ind3	Cambodia
DEO KITAN::IRGC 47197-1	IRIS_313-9928	trop	Philippines
KAVIVARI SAMBA::IRGC 28597-2	IRIS_313-11040	indx	India
AMAKOYALI::IRGC 60878-1	IRIS_313-11595	aus	India
CX420	CX420	ind1B	
NEANG CHAN::IRGC 23034-1	IRIS_313-10909	ind3	Cambodia
MR 136-1::IRGC 50707-1	IRIS_313-11433	ind1A	India
ZHONGHUA 1	CX348	ind1B	
DJANGGOT::IRGC 17491-2	IRIS_313-10767	trop	Indonesia
GOLFO::GERVEX 118-C1	IRIS_313-8044	trop	
IRBB7	CX134	ind1B	
DB 3::IRGC 8361-1	IRIS_313-10587	aus	Bangladesh
E WAWNG::IRGC 71140-1	IRIS_313-8884	subtrop	Thailand
TAIZHONG 65/TAIZHONGHR539	B158	admix	
SABALINE::IRGC 98059-1	IRIS_313-12296	ind3	Myanmar
JOTA BITCHI 1::IRGC 77253-1	IRIS_313-8683	ind2	Bangladesh
AMERICAN HUANGKEDAO	B018	trop	
LEMAK RUSA::IRGC 81486-1	IRIS_313-12047	ind3	Indonesia
MODDAI KARUPPAN::IRGC 15465-1	IRIS_313-9862	ind2	Sri Lanka
PADI RENDAH::IRGC 43515-1	IRIS_313-11313	trop	Indonesia
PADI SIRANDAH KUNING::IRGC 73762-1	IRIS_313-11904	ind3	Indonesia
PUTTIGE::IRGC 52588-1	IRIS_313-8921	temp	India
KANAI BASHI::IRGC 34967-1	IRIS_313-11169	aus	India
M 6034-1::IRGC 68193-1	IRIS_313-11752	ind1A	China
LIMBAYAN::IRGC 71556-1	IRIS_313-9558	trop	Malaysia
POONGAR::IRGC 28611-1	IRIS_313-11041	ind2	India
BHAINSA MUNDARIYA::IRGC 60893-1	IRIS_313-11596	indx	India
CX421	CX421	ind1B	
NEANG MAC::IRGC 23071-1	IRIS_313-10910	ind3	Cambodia
FORTUNA BLANCO (SAN MARCOS)::IRGC 50764-1	IRIS_313-11434	trop	Colombia
GADABUNG (GUNDIL)::IRGC 17569-2	IRIS_313-10768	ind3	Indonesia
KCD1	CX349	indx	
CAPATAZ::GERVEX 521-C1	IRIS_313-8084	temp	
CO 2::IRGC 6186-2	IRIS_313-10526	ind2	India
QD_441	CX138	japx	
LEKATAN::IRGC 71554-1	IRIS_313-8894	trop	Malaysia
LOUK PASOM::IRGC 98136-1	IRIS_313-12297	indx	Lao People's Democratic Republic
TAIZHONGZAILAI 1/TAIZHONG65	B159	indx	
KHAO PRAHJIN::IRGC 64420-1	IRIS_313-8702	ind3	Thailand
LIMA::IRGC 81487-1	IRIS_313-12048	ind3	Indonesia
BULEIDA A-75	B019	indx	
SIGARDIS::IRGC 15555-1	IRIS_313-9867	ind1B	Sri Lanka
PAYO TINGGI::IRGC 73778-1	IRIS_313-11905	ind3	Indonesia
PELAU::IRGC 43538-2	IRIS_313-11314	trop	Indonesia
KUTTA::IRGC 52184-1	IRIS_313-8924	ind2	India
XIANG CHANG ZAO::IRGC 68268-1	IRIS_313-11753	ind1A	China
LAL TAURA::IRGC 35017-1	IRIS_313-11170	aus	India
CHHOTE DHAN	IRIS_313-8268	aro	Nepal
VELLAIKOTTAI::IRGC 28618-1	IRIS_313-11042	indx	India
BHATA PYAGI::IRGC 60895-1	IRIS_313-11597	ind2	India
CX422	CX422	ind1B	
NEANG NARY::IRGC 23084-1	IRIS_313-10911	ind3	Cambodia
MONMINEUPLEU::IRGC 50873-1	IRIS_313-11435	trop	Cote d'Ivoire
BG 94-1	CX35	indx	
GAJA BARU::IRGC 17586-1	IRIS_313-10769	indx	Indonesia
AUZGUSTA::GERVEX 1634-C1	IRIS_313-8171	temp	
AMARELES	CX139	japx	
DJ 69::IRGC 8482-1	IRIS_313-10592	aus	Bangladesh
LASAT PUTIH::IRGC 44076-1	IRIS_313-8955	trop	Malaysia
SHUIYUAN 300LI	B160	temp	
NYAE::IRGC 95302-1	IRIS_313-12262	subtrop	Lao People's Democratic Republic
DA 7	IRIS_313-8703	ind2	Bangladesh
JINEIYADAO	B020	admix	
LI TOU ZHAN::IRGC 78550-1	IRIS_313-11985	indx	China
QUERO ASSAN::IRGC 28860-1	IRIS_313-9898	ind3	Portugal
